,time,region,payment,weekend,category,customer,month,day
75,2020-01-06,Quận 2,89270000,False,C24,31,1,6
76,2020-01-06,Quận 5,94173000,False,C40,354,1,6
77,2020-01-06,Quận 3,21971000,False,C31,419,1,6
78,2020-01-06,Quận Bình Thạnh,21303000,False,C9,76,1,6
79,2020-01-06,Quận Gò Vấp,67389000,False,C44,192,1,6
80,2020-01-06,Quận 9,55348000,False,C37,307,1,6
81,2020-01-06,Quận Tân Bình,77485000,False,C45,366,1,6
82,2020-01-06,Quận Phú Nhuận,15389000,False,C45,497,1,6
83,2020-01-06,Quận 3,81961000,False,C25,198,1,6
84,2020-01-06,Quận Bình Thạnh,26848000,False,C33,10,1,6
85,2020-01-06,Quận Gò Vấp,70517000,False,C24,413,1,6
86,2020-01-06,Quận 6,81080000,False,C27,293,1,6
87,2020-01-07,Quận 2,35129000,False,C29,373,1,7
88,2020-01-07,Quận Thủ Đức,73698000,False,C42,414,1,7
89,2020-01-07,Quận Tân Bình,38105000,False,C30,366,1,7
90,2020-01-07,Quận 4,92556000,False,C36,83,1,7
91,2020-01-07,Quận Tân Bình,69250000,False,C46,47,1,7
92,2020-01-07,Quận 10,82693000,False,C41,74,1,7
93,2020-01-07,Quận 2,34692000,False,C40,243,1,7
94,2020-01-07,Quận Tân Bình,8531000,False,C9,465,1,7
95,2020-01-07,Quận 6,33893000,False,C22,42,1,7
96,2020-01-07,Quận 3,10831000,False,C49,268,1,7
97,2020-01-07,Quận 9,80017000,False,C12,396,1,7
98,2020-01-07,Quận 6,1849000,False,C46,184,1,7
99,2020-01-07,Quận 9,9549000,False,C21,393,1,7
100,2020-01-07,Quận 3,65958000,False,C17,401,1,7
101,2020-01-07,Quận Phú Nhuận,68819000,False,C5,43,1,7
102,2020-01-07,Quận Thủ Đức,39295000,False,C8,128,1,7
103,2020-01-07,Quận 8,62689000,False,C14,255,1,7
104,2020-01-08,Quận Bình Thạnh,30234000,False,C2,302,1,8
105,2020-01-08,Quận 1,29398000,False,C2,315,1,8
106,2020-01-08,Quận 6,28355000,False,C40,84,1,8
107,2020-01-08,Quận 1,80064000,False,C18,421,1,8
108,2020-01-08,Quận Gò Vấp,15256000,False,C49,438,1,8
109,2020-01-08,Quận 6,7078000,False,C39,455,1,8
110,2020-01-08,Quận Bình Tân,41296000,False,C12,67,1,8
111,2020-01-09,Quận 5,72159000,False,C13,73,1,9
112,2020-01-09,Quận Tân Phú,10308000,False,C24,255,1,9
113,2020-01-09,Quận 12,70979000,False,C30,417,1,9
114,2020-01-09,Quận 3,29389000,False,C22,207,1,9
115,2020-01-09,Quận Phú Nhuận,93918000,False,C25,216,1,9
116,2020-01-09,Quận Gò Vấp,75945000,False,C31,386,1,9
117,2020-01-09,Quận Bình Thạnh,71951000,False,C38,399,1,9
118,2020-01-09,Quận 3,52542000,False,C44,204,1,9
119,2020-01-09,Quận 10,19872000,False,C1,191,1,9
120,2020-01-09,Quận Gò Vấp,20953000,False,C4,129,1,9
121,2020-01-09,Quận 6,7292000,False,C17,86,1,9
122,2020-01-10,Quận Gò Vấp,71519000,False,C27,260,1,10
123,2020-01-10,Quận Tân Bình,40457000,False,C13,129,1,10
124,2020-01-10,Quận 7,68061000,False,C42,35,1,10
125,2020-01-10,Quận Tân Phú,67222000,False,C32,65,1,10
126,2020-01-10,Quận 10,56283000,False,C20,233,1,10
127,2020-01-10,Quận Gò Vấp,96340000,False,C49,410,1,10
128,2020-01-10,Quận Phú Nhuận,34774000,False,C26,215,1,10
129,2020-01-10,Quận 1,436000,False,C34,376,1,10
130,2020-01-10,Quận 3,47518000,False,C31,365,1,10
131,2020-01-10,Quận 4,22009000,False,C4,344,1,10
132,2020-01-10,Quận 1,47785000,False,C44,230,1,10
133,2020-01-11,Quận Thủ Đức,16536000,True,C31,265,1,11
134,2020-01-11,Quận 8,64810000,True,C37,431,1,11
135,2020-01-11,Quận 3,88485000,True,C18,84,1,11
136,2020-01-11,Quận Tân Phú,87178000,True,C46,92,1,11
137,2020-01-11,Quận Thủ Đức,29872000,True,C10,325,1,11
138,2020-01-11,Quận 3,76709000,True,C34,130,1,11
139,2020-01-11,Quận Bình Thạnh,38181000,True,C40,335,1,11
140,2020-01-11,Quận Gò Vấp,18864000,True,C3,66,1,11
141,2020-01-11,Quận 2,46019000,True,C27,458,1,11
142,2020-01-11,Quận 11,57007000,True,C16,95,1,11
143,2020-01-11,Quận 12,93137000,True,C5,150,1,11
144,2020-01-11,Quận Bình Thạnh,32310000,True,C28,130,1,11
145,2020-01-11,Quận 2,62262000,True,C39,415,1,11
146,2020-01-11,Quận Phú Nhuận,84087000,True,C36,281,1,11
147,2020-01-11,Quận Gò Vấp,77174000,True,C38,342,1,11
148,2020-01-11,Quận Phú Nhuận,21352000,True,C17,415,1,11
149,2020-01-12,Quận Thủ Đức,56574000,True,C8,93,1,12
150,2020-01-12,Quận 3,74087000,True,C23,359,1,12
151,2020-01-12,Quận 10,45728000,True,C21,33,1,12
152,2020-01-12,Quận 6,16559000,True,C21,176,1,12
153,2020-01-12,Quận 2,8468000,True,C43,425,1,12
154,2020-01-12,Quận 11,30970000,True,C12,143,1,12
155,2020-01-12,Quận Phú Nhuận,69127000,True,C12,45,1,12
156,2020-01-12,Quận 2,59306000,True,C15,322,1,12
157,2020-01-12,Quận Bình Tân,73570000,True,C39,275,1,12
158,2020-01-12,Quận 11,77422000,True,C4,436,1,12
159,2020-01-12,Quận 10,15830000,True,C35,262,1,12
160,2020-01-12,Quận Tân Phú,32372000,True,C40,290,1,12
161,2020-01-12,Quận 8,64284000,True,C11,257,1,12
162,2020-01-12,Quận 4,85462000,True,C25,467,1,12
163,2020-01-12,Quận 3,54214000,True,C22,239,1,12
164,2020-01-12,Quận Thủ Đức,38057000,True,C37,182,1,12
165,2020-01-12,Quận 2,94835000,True,C33,454,1,12
166,2020-01-12,Quận Tân Phú,37508000,True,C36,423,1,12
167,2020-01-12,Quận Phú Nhuận,21779000,True,C39,32,1,12
168,2020-01-13,Quận 7,61082000,False,C36,310,1,13
169,2020-01-13,Quận Thủ Đức,15690000,False,C38,334,1,13
170,2020-01-13,Quận 2,63507000,False,C34,35,1,13
171,2020-01-13,Quận 10,18798000,False,C27,35,1,13
172,2020-01-13,Quận Tân Bình,86075000,False,C26,198,1,13
173,2020-01-13,Quận 10,54769000,False,C18,88,1,13
174,2020-01-13,Quận Gò Vấp,7438000,False,C21,405,1,13
175,2020-01-13,Quận 7,26233000,False,C37,459,1,13
176,2020-01-13,Quận 9,38429000,False,C22,74,1,13
177,2020-01-13,Quận 2,73708000,False,C28,396,1,13
178,2020-01-13,Quận Bình Thạnh,10035000,False,C33,313,1,13
179,2020-01-13,Quận Thủ Đức,22697000,False,C27,132,1,13
180,2020-01-14,Quận 3,59205000,False,C5,84,1,14
181,2020-01-14,Quận Bình Thạnh,91559000,False,C30,471,1,14
182,2020-01-14,Quận 1,77538000,False,C37,349,1,14
183,2020-01-14,Quận 9,4145000,False,C22,409,1,14
184,2020-01-14,Quận 5,6850000,False,C48,380,1,14
185,2020-01-14,Quận 8,62202000,False,C25,337,1,14
186,2020-01-14,Quận Tân Phú,48287000,False,C37,364,1,14
187,2020-01-14,Quận 8,8967000,False,C36,345,1,14
188,2020-01-14,Quận 10,68178000,False,C43,336,1,14
189,2020-01-14,Quận 7,91740000,False,C8,94,1,14
190,2020-01-15,Quận 2,91743000,False,C8,496,1,15
191,2020-01-15,Quận 7,84420000,False,C11,211,1,15
192,2020-01-15,Quận 3,8267000,False,C8,33,1,15
193,2020-01-15,Quận 4,57762000,False,C19,474,1,15
194,2020-01-15,Quận 3,8688000,False,C45,106,1,15
195,2020-01-15,Quận Thủ Đức,96004000,False,C1,487,1,15
196,2020-01-15,Quận Phú Nhuận,47079000,False,C21,5,1,15
197,2020-01-15,Quận Phú Nhuận,51624000,False,C12,124,1,15
198,2020-01-15,Quận 9,59481000,False,C37,212,1,15
199,2020-01-15,Quận Thủ Đức,4980000,False,C36,318,1,15
200,2020-01-16,Quận 6,56233000,False,C37,359,1,16
201,2020-01-16,Quận Bình Thạnh,40679000,False,C25,359,1,16
202,2020-01-16,Quận 1,2466000,False,C38,74,1,16
203,2020-01-16,Quận Thủ Đức,86290000,False,C45,494,1,16
204,2020-01-16,Quận 1,1795000,False,C17,81,1,16
205,2020-01-16,Quận 6,30061000,False,C39,268,1,16
206,2020-01-16,Quận Bình Thạnh,80716000,False,C17,207,1,16
207,2020-01-16,Quận 9,75620000,False,C38,415,1,16
208,2020-01-16,Quận 6,76560000,False,C5,207,1,16
209,2020-01-16,Quận 12,16352000,False,C18,83,1,16
210,2020-01-16,Quận 5,91476000,False,C22,70,1,16
211,2020-01-16,Quận 3,77732000,False,C36,225,1,16
212,2020-01-16,Quận 4,58553000,False,C34,76,1,16
213,2020-01-16,Quận 2,16546000,False,C20,364,1,16
214,2020-01-16,Quận Tân Phú,44069000,False,C21,479,1,16
215,2020-01-16,Quận Tân Phú,21048000,False,C19,48,1,16
216,2020-01-16,Quận Bình Tân,90718000,False,C32,472,1,16
217,2020-01-16,Quận 11,23936000,False,C3,157,1,16
218,2020-01-17,Quận 12,70598000,False,C1,286,1,17
219,2020-01-17,Quận 6,64302000,False,C44,480,1,17
220,2020-01-17,Quận 6,87341000,False,C16,258,1,17
221,2020-01-17,Quận 12,23856000,False,C32,473,1,17
222,2020-01-17,Quận 4,38778000,False,C37,305,1,17
223,2020-01-17,Quận Tân Phú,68454000,False,C33,241,1,17
224,2020-01-17,Quận 2,23169000,False,C25,45,1,17
225,2020-01-17,Quận 8,38536000,False,C43,26,1,17
226,2020-01-17,Quận 4,72173000,False,C21,389,1,17
227,2020-01-17,Quận Tân Phú,53116000,False,C11,471,1,17
228,2020-01-17,Quận Tân Bình,95525000,False,C3,430,1,17
229,2020-01-18,Quận 2,74200000,True,C37,414,1,18
230,2020-01-18,Quận 1,58200000,True,C7,380,1,18
231,2020-01-18,Quận 4,81443000,True,C19,408,1,18
232,2020-01-18,Quận Tân Bình,39520000,True,C37,217,1,18
233,2020-01-18,Quận 11,55548000,True,C4,181,1,18
234,2020-01-18,Quận 10,78957000,True,C33,361,1,18
235,2020-01-18,Quận 2,21263000,True,C49,162,1,18
236,2020-01-18,Quận 5,60775000,True,C3,283,1,18
237,2020-01-18,Quận Thủ Đức,74381000,True,C8,24,1,18
238,2020-01-18,Quận 9,17725000,True,C42,238,1,18
239,2020-01-19,Quận Tân Bình,69858000,True,C5,147,1,19
240,2020-01-19,Quận 12,80552000,True,C27,392,1,19
241,2020-01-19,Quận 5,96916000,True,C32,319,1,19
242,2020-01-19,Quận Thủ Đức,40936000,True,C21,369,1,19
243,2020-01-19,Quận Bình Tân,58178000,True,C8,67,1,19
244,2020-01-19,Quận Thủ Đức,34756000,True,C21,281,1,19
245,2020-01-19,Quận Thủ Đức,47292000,True,C13,109,1,19
246,2020-01-19,Quận Tân Bình,6722000,True,C23,122,1,19
247,2020-01-20,Quận Gò Vấp,89082000,False,C24,247,1,20
248,2020-01-20,Quận Gò Vấp,49319000,False,C19,361,1,20
249,2020-01-20,Quận 6,25211000,False,C45,430,1,20
250,2020-01-20,Quận 1,21938000,False,C22,184,1,20
251,2020-01-20,Quận Thủ Đức,49235000,False,C45,393,1,20
252,2020-01-20,Quận Tân Phú,5496000,False,C35,83,1,20
253,2020-01-20,Quận Gò Vấp,62563000,False,C8,466,1,20
254,2020-01-20,Quận 2,50021000,False,C10,300,1,20
255,2020-01-20,Quận 6,43484000,False,C24,470,1,20
256,2020-01-21,Quận 9,41709000,False,C17,326,1,21
257,2020-01-21,Quận 9,79300000,False,C39,72,1,21
258,2020-01-21,Quận Gò Vấp,74623000,False,C24,198,1,21
259,2020-01-21,Quận 3,88176000,False,C20,416,1,21
260,2020-01-21,Quận 2,91162000,False,C35,80,1,21
261,2020-01-21,Quận 3,98280000,False,C19,233,1,21
262,2020-01-21,Quận Phú Nhuận,43827000,False,C21,375,1,21
263,2020-01-21,Quận Thủ Đức,22317000,False,C10,253,1,21
264,2020-01-21,Quận 4,88258000,False,C39,401,1,21
265,2020-01-21,Quận Thủ Đức,54469000,False,C37,366,1,21
266,2020-01-21,Quận 12,76038000,False,C49,291,1,21
267,2020-01-21,Quận 2,64948000,False,C13,375,1,21
268,2020-01-21,Quận Gò Vấp,58155000,False,C34,231,1,21
269,2020-01-21,Quận Thủ Đức,87641000,False,C8,215,1,21
270,2020-01-21,Quận 1,87196000,False,C17,217,1,21
271,2020-01-21,Quận Tân Phú,64061000,False,C47,145,1,21
272,2020-01-21,Quận 9,3478000,False,C25,497,1,21
273,2020-01-21,Quận 5,31548000,False,C15,45,1,21
274,2020-01-21,Quận 1,97795000,False,C39,39,1,21
275,2020-01-22,Quận 10,19829000,False,C47,210,1,22
276,2020-01-22,Quận 7,93012000,False,C15,186,1,22
277,2020-01-22,Quận 10,80721000,False,C48,489,1,22
278,2020-01-22,Quận 9,32065000,False,C35,298,1,22
279,2020-01-22,Quận Bình Thạnh,25260000,False,C23,408,1,22
280,2020-01-22,Quận 2,40689000,False,C10,139,1,22
281,2020-01-22,Quận 2,80189000,False,C44,492,1,22
282,2020-01-22,Quận 11,20735000,False,C46,487,1,22
283,2020-01-22,Quận Gò Vấp,74161000,False,C34,95,1,22
284,2020-01-22,Quận 10,92533000,False,C27,105,1,22
285,2020-01-22,Quận Bình Tân,83186000,False,C19,314,1,22
286,2020-01-22,Quận 10,68448000,False,C22,66,1,22
287,2020-01-22,Quận 6,63501000,False,C33,245,1,22
288,2020-01-22,Quận 5,72308000,False,C9,78,1,22
289,2020-01-22,Quận 8,11889000,False,C11,173,1,22
290,2020-01-22,Quận Gò Vấp,6080000,False,C42,471,1,22
291,2020-01-22,Quận 7,4580000,False,C6,425,1,22
292,2020-01-22,Quận Bình Thạnh,48405000,False,C17,385,1,22
293,2020-01-22,Quận Thủ Đức,51335000,False,C12,491,1,22
294,2020-01-22,Quận 5,30901000,False,C9,312,1,22
295,2020-01-23,Quận 4,38370000,False,C37,125,1,23
296,2020-01-23,Quận Tân Phú,5314000,False,C6,249,1,23
297,2020-01-23,Quận Tân Bình,24635000,False,C19,119,1,23
298,2020-01-23,Quận 3,53286000,False,C40,78,1,23
299,2020-01-23,Quận 7,95520000,False,C26,4,1,23
300,2020-01-23,Quận 11,55726000,False,C18,17,1,23
301,2020-01-23,Quận Bình Tân,92208000,False,C23,161,1,23
302,2020-01-23,Quận Phú Nhuận,54272000,False,C36,190,1,23
303,2020-01-23,Quận 4,77149000,False,C17,456,1,23
304,2020-01-23,Quận 12,1677000,False,C31,81,1,23
305,2020-01-23,Quận 10,49479000,False,C3,170,1,23
306,2020-01-23,Quận 5,78505000,False,C49,4,1,23
307,2020-01-23,Quận Gò Vấp,24392000,False,C42,119,1,23
308,2020-01-23,Quận 11,64957000,False,C5,241,1,23
309,2020-01-23,Quận 1,56051000,False,C12,42,1,23
310,2020-01-23,Quận 5,93547000,False,C36,2,1,23
311,2020-01-24,Quận 6,42373000,False,C43,316,1,24
312,2020-01-24,Quận Tân Bình,1184000,False,C28,375,1,24
313,2020-01-24,Quận 12,65287000,False,C24,269,1,24
314,2020-01-24,Quận 11,86575000,False,C41,282,1,24
315,2020-01-24,Quận 12,46805000,False,C7,293,1,24
316,2020-01-24,Quận Bình Tân,20917000,False,C29,206,1,24
317,2020-01-24,Quận Phú Nhuận,52838000,False,C27,424,1,24
318,2020-01-24,Quận 9,34010000,False,C7,310,1,24
319,2020-01-24,Quận Thủ Đức,51881000,False,C24,18,1,24
320,2020-01-24,Quận 6,17943000,False,C5,458,1,24
321,2020-01-24,Quận Thủ Đức,81391000,False,C22,387,1,24
322,2020-01-24,Quận 9,47953000,False,C39,408,1,24
323,2020-01-25,Quận Thủ Đức,84778000,True,C12,35,1,25
324,2020-01-25,Quận Tân Bình,59579000,True,C3,151,1,25
325,2020-01-25,Quận 5,81259000,True,C16,93,1,25
326,2020-01-25,Quận 1,61850000,True,C2,57,1,25
327,2020-01-25,Quận 2,46061000,True,C45,130,1,25
328,2020-01-25,Quận 7,92032000,True,C25,468,1,25
329,2020-01-25,Quận Bình Tân,80417000,True,C20,198,1,25
330,2020-01-25,Quận Bình Thạnh,73968000,True,C38,244,1,25
331,2020-01-25,Quận Tân Phú,35224000,True,C48,365,1,25
332,2020-01-25,Quận Tân Phú,3917000,True,C5,89,1,25
333,2020-01-25,Quận 12,81741000,True,C39,28,1,25
334,2020-01-25,Quận Bình Thạnh,46252000,True,C15,499,1,25
335,2020-01-26,Quận 6,64239000,True,C1,4,1,26
336,2020-01-26,Quận Tân Bình,6148000,True,C15,487,1,26
337,2020-01-26,Quận 3,32348000,True,C33,400,1,26
338,2020-01-26,Quận Phú Nhuận,41253000,True,C34,203,1,26
339,2020-01-26,Quận Gò Vấp,65125000,True,C22,81,1,26
340,2020-01-26,Quận Thủ Đức,89096000,True,C27,69,1,26
341,2020-01-26,Quận Thủ Đức,29185000,True,C38,62,1,26
342,2020-01-26,Quận Tân Phú,21818000,True,C20,46,1,26
343,2020-01-26,Quận 4,15766000,True,C28,142,1,26
344,2020-01-26,Quận 6,25647000,True,C32,354,1,26
345,2020-01-26,Quận Thủ Đức,47281000,True,C19,181,1,26
346,2020-01-26,Quận 4,88791000,True,C10,258,1,26
347,2020-01-26,Quận 8,67787000,True,C19,366,1,26
348,2020-01-27,Quận Bình Thạnh,64256000,False,C26,51,1,27
349,2020-01-27,Quận 1,21086000,False,C11,175,1,27
350,2020-01-27,Quận Phú Nhuận,83752000,False,C27,106,1,27
351,2020-01-27,Quận 7,40439000,False,C22,298,1,27
352,2020-01-27,Quận Tân Bình,42129000,False,C14,346,1,27
353,2020-01-27,Quận 6,86021000,False,C46,253,1,27
354,2020-01-27,Quận 8,48288000,False,C34,25,1,27
355,2020-01-27,Quận 8,53803000,False,C23,306,1,27
356,2020-01-27,Quận 5,94737000,False,C20,212,1,27
357,2020-01-27,Quận Gò Vấp,50477000,False,C28,392,1,27
358,2020-01-27,Quận 10,15037000,False,C13,477,1,27
359,2020-01-27,Quận 3,22932000,False,C29,415,1,27
360,2020-01-27,Quận 10,33348000,False,C25,281,1,27
361,2020-01-27,Quận 5,60670000,False,C8,473,1,27
362,2020-01-27,Quận 1,28993000,False,C27,34,1,27
363,2020-01-27,Quận 2,88448000,False,C39,319,1,27
364,2020-01-28,Quận Gò Vấp,72896000,False,C36,278,1,28
365,2020-01-28,Quận 12,74331000,False,C1,81,1,28
366,2020-01-28,Quận 9,97648000,False,C38,347,1,28
367,2020-01-28,Quận Tân Bình,67828000,False,C23,28,1,28
368,2020-01-28,Quận Bình Thạnh,2637000,False,C1,485,1,28
369,2020-01-28,Quận 10,68277000,False,C6,262,1,28
370,2020-01-28,Quận 1,41321000,False,C49,24,1,28
371,2020-01-28,Quận Bình Tân,47086000,False,C18,90,1,28
372,2020-01-28,Quận Phú Nhuận,26295000,False,C42,47,1,28
373,2020-01-28,Quận 1,54578000,False,C44,63,1,28
374,2020-01-28,Quận Bình Tân,73121000,False,C44,149,1,28
375,2020-01-28,Quận 2,63387000,False,C47,465,1,28
376,2020-01-28,Quận Tân Phú,68223000,False,C26,218,1,28
377,2020-01-28,Quận 10,87278000,False,C33,69,1,28
378,2020-01-29,Quận Thủ Đức,92117000,False,C6,416,1,29
379,2020-01-29,Quận 2,73975000,False,C18,478,1,29
380,2020-01-29,Quận 4,82228000,False,C11,193,1,29
381,2020-01-29,Quận 4,7364000,False,C22,91,1,29
382,2020-01-29,Quận 5,20830000,False,C10,457,1,29
383,2020-01-29,Quận 6,16063000,False,C4,168,1,29
384,2020-01-29,Quận 4,15718000,False,C39,215,1,29
385,2020-01-29,Quận 2,60741000,False,C31,237,1,29
386,2020-01-29,Quận Bình Thạnh,73428000,False,C11,248,1,29
387,2020-01-29,Quận 10,65033000,False,C9,448,1,29
388,2020-01-29,Quận 2,18745000,False,C38,137,1,29
389,2020-01-29,Quận Phú Nhuận,8915000,False,C44,216,1,29
390,2020-01-29,Quận 4,5048000,False,C13,468,1,29
391,2020-01-29,Quận 2,68687000,False,C22,157,1,29
392,2020-01-30,Quận 11,39500000,False,C24,471,1,30
393,2020-01-30,Quận 2,19102000,False,C1,214,1,30
394,2020-01-30,Quận 11,30388000,False,C44,115,1,30
395,2020-01-30,Quận Thủ Đức,57503000,False,C16,241,1,30
396,2020-01-30,Quận 6,31540000,False,C32,256,1,30
397,2020-01-30,Quận Gò Vấp,54800000,False,C24,168,1,30
398,2020-01-30,Quận 4,26955000,False,C28,416,1,30
399,2020-01-30,Quận 2,25912000,False,C5,296,1,30
400,2020-01-30,Quận Tân Phú,40373000,False,C31,165,1,30
401,2020-01-30,Quận Gò Vấp,72685000,False,C1,144,1,30
402,2020-01-30,Quận Bình Thạnh,73416000,False,C39,464,1,30
403,2020-01-31,Quận 11,66576000,False,C46,152,1,31
404,2020-01-31,Quận 12,67731000,False,C14,53,1,31
405,2020-01-31,Quận 1,16805000,False,C12,411,1,31
406,2020-01-31,Quận 4,65203000,False,C41,360,1,31
407,2020-01-31,Quận 8,96354000,False,C6,92,1,31
408,2020-01-31,Quận 12,38367000,False,C9,482,1,31
409,2020-01-31,Quận 10,66465000,False,C11,17,1,31
410,2020-01-31,Quận 10,60972000,False,C40,326,1,31
411,2020-01-31,Quận 8,19735000,False,C23,498,1,31
412,2020-01-31,Quận Phú Nhuận,43994000,False,C43,220,1,31
413,2020-01-31,Quận 2,65585000,False,C12,137,1,31
414,2020-01-31,Quận 1,88373000,False,C18,449,1,31
415,2020-01-31,Quận 9,36420000,False,C14,437,1,31
416,2020-01-31,Quận 4,88799000,False,C49,48,1,31
417,2020-01-31,Quận 10,26421000,False,C11,334,1,31
418,2020-01-31,Quận 9,82294000,False,C6,330,1,31
419,2020-01-31,Quận 11,12346000,False,C43,332,1,31
420,2020-02-01,Quận Bình Tân,90655000,True,C31,458,2,1
421,2020-02-01,Quận Phú Nhuận,59057000,True,C25,164,2,1
422,2020-02-01,Quận 2,10844000,True,C33,83,2,1
423,2020-02-01,Quận 3,91116000,True,C25,159,2,1
424,2020-02-01,Quận 5,5830000,True,C35,61,2,1
425,2020-02-01,Quận 4,22442000,True,C43,61,2,1
426,2020-02-01,Quận Tân Phú,2754000,True,C41,215,2,1
427,2020-02-01,Quận 3,50803000,True,C29,245,2,1
428,2020-02-01,Quận 10,71917000,True,C19,281,2,1
429,2020-02-01,Quận 8,33094000,True,C35,88,2,1
430,2020-02-01,Quận 11,60646000,True,C37,124,2,1
431,2020-02-01,Quận 12,83047000,True,C5,126,2,1
432,2020-02-01,Quận Thủ Đức,8571000,True,C20,399,2,1
433,2020-02-01,Quận Tân Phú,24012000,True,C12,183,2,1
434,2020-02-01,Quận 5,89822000,True,C8,275,2,1
435,2020-02-01,Quận Gò Vấp,16194000,True,C15,486,2,1
436,2020-02-02,Quận 4,73822000,True,C13,74,2,2
437,2020-02-02,Quận Tân Bình,31497000,True,C25,370,2,2
